Field Description,Name in Grib2 Control File,Grib2 pname,UPP ID
Maximum 2m RH,MAX_MAXRH_ON_SPEC_HGT_LVL_ABOVE_GRND_2m,MAXRH,347
Minimum 2m RH,MIN_MINRH_ON_SPEC_HGT_LVL_ABOVE_GRND_2m,MINRH,348
Ice thickness,ICETK_ON_SURFACE,ICETK,349
Highest freezing level relative humidity,RH_ON_HGHST_TROP_FRZ_LVL,RH,350
**Lapse rate on theta surface ???**,LAPR_ON_ISENTROPIC_LVL,LAPR,351
Relative humidity on theta surface,RH_ON_ISENTROPIC_LVL,RH,352
Montgomery streamfunction on theta surface,MNTSF_ON_ISENTROPIC_LVL,MNTSF,353
Shortwave tendency on pressure surface,SWHR_ON_ISOBARIC_SFC,SWHR,354
Longwave tendency on pressure surface,LWHR_ON_ISOBARIC_SFC,LWHR,355
**Vertical diffusion tendency on pressure surface???**,VDFHR_ON_ISOBARIC_SFC,VDFHR,356
Deep convective tendency on pressure surface,CNVHR_ON_ISOBARIC_SFC,CNVHR,357
Shallow convective tendency on pressure surface,SHAHR_ON_ISOBARIC_SFC,SHAHR,358
Grid scale tendency on pressure surface,LRGHR_ON_ISOBARIC_SFC,LRGHR,359
**Vertical diffusion moistening on pressure surface???**,VDFMR_ON_ISOBARIC_SFC,VDFMR,360
Deep convective moisture on pressure surface,CNVMR_ON_ISOBARIC_SFC,CNVMR,361
Shallow convective moisture on pressure surface,SHAMR_ON_ISOBARIC_SFC,SHAMR,362
**Large scale moistening on pressure surface???**,LRGMR_ON_ISOBARIC_SFC,LRGMR,363
**Ozone vertical diffusion on pressure surface???**,VDFOZ_ON_ISOBARIC_SFC,VDFOZ,364
**Ozone production on pressure surface???**,POZ_ON_ISOBARIC_SFC,POZ,365
Ozone tendency on pressure surface,TOZ_ON_ISOBARIC_SFC,TOZ,366
Mass weighted potential vorticity,PVMW_ON_ISOBARIC_SFC,PVMW,367
**Snow temperature on pressure surface???**,SNOT_ON_ISOBARIC_SFC,SNOT,368
**Vertical diffusion zonal acceleration on pressure surface???**,VDFUA_ON_ISOBARIC_SFC,VDFUA,369
**Gravity wave drag zonal acceleration on pressure surface???**,GWDU_ON_ISOBARIC_SFC,GWDU,370
**Convective zonal momentum mixing acceleration on pressure surface???**,CNVU_ON_ISOBARIC_SFC,CNVU,371
**Vertical diffusion meridional acceleration on pressure surface???**,VDFVA_ON_ISOBARIC_SFC,VDFVA,372
**Gravity wave drag meridional acceleration on pressure surface???**,GWDV_ON_ISOBARIC_SFC,GWDV,373
**Convective meridional momentum mixing acceleration on pressure surface???**,CNVV_ON_ISOBARIC_SFC,CNVV,374
**Non-Convective Cloud Cover% on pressure surface???**,CDLYR_ON_ISOBARIC_SFC,CDLYR,375
Simulated GOES 12 channel 3 brightness count,SBC123_ON_TOP_OF_ATMOS,SBC123,376
Simulated GOES 12 channel 4 brightness count,SBC124_ON_TOP_OF_ATMOS,SBC124,377
Omega on theta surface,VVEL_ON_ISENTROPIC_LVL,VVEL,378
**Temperature tendency by all physics on pressure surface???**,TTDIA_ON_ISOBARIC_SFC,TTDIA,379
**Vertical eddy diffusivity heat exchange on model surface???**,VEDH_ON_HYBRID_LVL,VEDH,380
Mixing height,MIXHT_ON_SURFACE,MIXHT,381
Average clear-sky incoming longwave at surface,AVE_CSDLF_ON_SURFACE,CSDLF,382
Average clear-sky incoming shortwave at surface,AVE_CSDSF_ON_SURFACE,CSDSF,383
Average clear-sky outgoing longwave at surface,AVE_CSULF_ON_SURFACE,CSULF,384
Average clear-sky outgoing longwave at top of atmosphere,AVE_CSULF_ON_TOP_OF_ATMOS,CSULF,385
Average clear-sky outgoing shortwave at surface,AVE_CSUSF_ON_SURFACE,CSUSF,386
Average clear-sky outgoing shortwave at top of atmosphere,AVE_CSUSF_ON_TOP_OF_ATMOS,CSUSF,387
Average incoming shortwave at top of atmosphere,AVE_DSWRF_ON_TOP_OF_ATMOS,DSWRF,388
Transport wind u component,UGRD_ON_PLANETARY_BOUND_LYR,UGRD,389
Transport wind v component,VGRD_ON_PLANETARY_BOUND_LYR,VGRD,390
**Convective updraft mass flux on pressure surface ???**,CNVUMF_ON_ISOBARIC_SFC,CNVUMF,391
**Convective downdraft mass flux on pressure surface ???**,CNVDMF_ON_ISOBARIC_SFC,CNVDMF,392
"**Convective detrainment mass flux	(kg m-2 s-1) on pressure surface ???**",CNVEMF_ON_ISOBARIC_SFC,CNVEMF,393
**Convective gravity grag zonal acceleration on pressure surface ???**,CNVWDU_ON_ISOBARIC_SFC,CNVWDU,394
**Convective gravity grag meridional acceleration on pressure surface ???**,CNVWDV_ON_ISOBARIC_SFC,CNVWDV,395
Sunshine duration,SUNSD_ON_SURFACE,SUNSD,396
Field capacity,FLDCP_ON_SURFACE,FLDCP,397
ICAO height at maximum wind level,ICAHT_ON_MAX_WIND,ICAHT,398
ICAO height at tropopause,ICAHT_ON_TROPOPAUSE,ICAHT,399
Radar echo top,RETOP_ON_ENTIRE_ATMOS_SINGLE_LYR,RETOP,400
Time averaged surface Visible beam downward solar flux,AVE_VBDSF_ON_SURFACE,VBDSF,401
Time averaged surface Visible diffuse downward solar flux,AVE_VDDSF_ON_SURFACE,VDDSF,402
Time averaged surface Near IR beam downward solar flux,AVE_NBDSF_ON_SURFACE,NBDSF,403
Time averaged surface Near IR diffuse downward solar flux,AVE_NDDSF_ON_SURFACE,NDDSF,404
Average snowfall rate,AVE_SRWEQ_ON_SURFACE,SRWEQ,405
GSD Cloud top pressure,GSD_PRES_ON_CLOUD_TOP,PRES,406
GSD Instant precipitation type on surface,GSD_INST_CRAIN_ON_SURFACE,CRAIN,407
**GSD cloud ceiling height**,GSD_HGT_ON_CLOUD_CEILING,HGT,408
GSD cloud top height,GSD_HGT_ON_CLOUD_TOP,HGT,409
**GSD visibility**,GSD_VIS_ON_SURFACE,VIS,410
Wind energy potential,WMIXE_ON_SPEC_HGT_LVL_ABOVE_GRND,WMIXE,411
U wind at 80 m above ground,UGRD_ON_SPEC_HGT_LVL_ABOVE_GRND,UGRD,412
V wind at 80 m above ground,VGRD_ON_SPEC_HGT_LVL_ABOVE_GRND,VGRD,413
2 M mixing ratio,Not currently available for grib2,NA,414
Graupel on model surface,GRLE_ON_HYBRID_LVL,GRLE,415
Graupel on pressure surface,GRLE_ON_ISOBARIC_SFC,GRLE,416
**Continuous accumulated total precipitation**,CACM_APCP_ON_SURFACE,APCP,417
**Continuous accumulated convective precipitation**,CACM_ACPCP_ON_SURFACE,ACPCP,418
**Continuous accumulated grid-scale precipitation**,CACM_NCPCP_ON_SURFACE,NCPCP,419
Maximum updraft helicity,MAX_UPHL_ON_SPEC_HGT_LVL_ABOVE_GRND_2-5km,MXUPHL,420
Maximum 1km reflectivity,MAX_REF_ON_SPEC_HGT_LVL_ABOVE_GRND_1km,MAXREF,421
Maximum wind speed at 10m,MAX_WIND_ON_SPEC_HGT_LVL_ABOVE_GRND_10m,WIND,422
Maximum updraft vertical velocity,MAX_MAXUVV_ON_ISOBARIC_SFC_100-1000hpa,MAXUVV,423
Maximum downdraft vertical velocity,MAX_MAXDVV_ON_ISOBARIC_SFC_100-1000hpa,MAXDVV,424
Mean vertical velocity,AVE_DZDT_ON_SIGMA_LVL_0.5-0.8,DZDT,425
Radar echo top in KDT,HGT_ON_SPEC_HGT_LVL_ABOVE_GRND,HGT,426
Updraft helicity,UPHL_ON_SPEC_HGT_LVL_ABOVE_GRND_2-5km,MXUPHL,427
**Total column graupel**,TCOLG_ON_ENTIRE_ATMOS,TCOLG,428
Column integrated maximum graupel,MAXVIG_ON_ENTIRE_ATMOS_SINGLE_LYR,TCOLG,429
U-component of 0-1km level wind shear,VUCSH_ON_SPEC_HGT_LVL_ABOVE_GRND_0-1km,VUCSH,430
V-component of 0-1km level wind shear,VVCSH_ON_SPEC_HGT_LVL_ABOVE_GRND_0-1km,VVCSH,431
U-component of 0-6km level wind shear,VUCSH_ON_SPEC_HGT_LVL_ABOVE_GRND_0-6km,VUCSH,432
V-component of 0-6km level wind shear,VVCSH_ON_SPEC_HGT_LVL_ABOVE_GRND_0-6km,VVCSH,433
Total precipitation accumulated over user-specified bucket,BUCKET_APCP_ON_SURFACE,APCP,434
Convective precipitation accumulated over user-specified bucket,BUCKET_ACPCP_ON_SURFACE,ACPCP,435
Grid-scale precipitation accumulated over user-specified bucket,BUCKET_NCPCP_ON_SURFACE,NCPCP,436
Snow accumulated over user-specified bucket,BUCKET_WEASD_ON_SURFACE,WEASD,437
Dust 1 on pressure surface,DUST1_ON_ISOBARIC_LVL,MASSMR,438
Dust 2 on pressure surface,DUST2_ON_ISOBARIC_LVL,MASSMR,439
Dust 3 on pressure surface,DUST3_ON_ISOBARIC_LVL,MASSMR,440
Dust 4 on pressure surface,DUST4_ON_ISOBARIC_LVL,MASSMR,441
Dust 5 on pressure surface,DUST5_ON_ISOBARIC_LVL,MASSMR,442
Equilibrium level height,HGT_ON_EQUIL_LVL,HGT,443
Lightning,LTNG_ON_SURFACE,LTNG,444
MAPS Sea Level Pressure,MAPS_PRMSL_ON_MEAN_SEA_LVL,PRMSL,445
GOES west channel 2 brightness temperature,SBT112_ON_TOP_OF_ATMOS,SBT112,446
GOES west channel 3 brightness temperature,SBT113_ON_TOP_OF_ATMOS,SBT113,447
GOES west channel 4 brightness temperature,SBT114_ON_TOP_OF_ATMOS,SBT114,448
GOES west channel 5 brightness temperature,SBT115_ON_TOP_OF_ATMOS,SBT115,449
In flight icing from NCAR algorithm,ICIP_ON_ISOBARIC_SFC,ICIP,450
Specific humidity at flight levels,SPFH_ON_SPEC_ALT_ABOVE_MEAN_SEA_LVL,SPFH,451
Virtual temperature based convective available potential energy (CAPE),VTCAPE_ON_SURFACE,CAPE,452
Virtual temperature based convective inhibition (CIN),VTCIN_ON_SURFACE,CIN,453
Ventilation rate,VRATE_ON_PLANETARY_BOUND_LYR,VRATE,454
Haines index,HINDEX_ON_SURFACE,HINDEX,455
Simulated GOES 12 channel 2 brightness temperature with satellite angle correction,NON_NADIR_SBT122_ON_TOP_OF_ATMOS,SBT122,456
Simulated GOES 12 channel 3 brightness temperature with satellite angle correction,NON_NADIR_SBT123_ON_TOP_OF_ATMOS,SBT123,457
Simulated GOES 12 channel 4 brightness temperature with satellite angle correction,NON_NADIR_SBT124_ON_TOP_OF_ATMOS,SBT124,458
Simulated GOES 12 channel 5 brightness temperature with satellite angle correction,NON_NADIR_SBT126_ON_TOP_OF_ATMOS,SBT126,459
Simulated GOES 11 channel 2 brightness temperature with satellite angle correction,SBT112_ON_TOP_OF_ATMOS,SBT112,460
Simulated GOES 11 channel 3 brightness temperature with satellite angle correction,SBT113_ON_TOP_OF_ATMOS,SBT113,461
Simulated GOES 11 channel 4 brightness temperature with satellite angle correction,SBT114_ON_TOP_OF_ATMOS,SBT114,462
Simulated GOES 11 channel 5 brightness temperature with satellite angle correction,SBT115_ON_TOP_OF_ATMOS,SBT115,463
**GTG EDR turbulence on pressure surface**,EDPARM_ON_ISOBARIC_SFC,EDPARM,464
**GTG CAT turbulence on pressure surface**,CAT_ON_ISOBARIC_SFC,CATEDR,465
**GTG MWT turbulence on pressure surface**,MWTURB_ON_ISOBARIC_SFC,MWTURB,466
**GTG EDR turbulence at specific altitude above mean sea level**,EDPARM_GTG_ON_SPEC_ALT_ABOVE_MEAN_SEA_LVL,EDPARM,467
**GTG CAT turbulence at specific altitude above mean sea level**,CAT_GTG_ON_SPEC_ALT_ABOVE_MEAN_SEA_LVL,CATEDR,468
**GTG MWT turbulence at specific altitude above mean sea level**,MWTURB_GTG_ON_SPEC_ALT_ABOVE_MEAN_SEA_LVL,MWTURB,469
**GTG EDR turbulence on model surface**,EDPARM_ON_HYBRID_LVL,EDPARM,470
**GTG CAT turbulence on model surface**,CAT_ON_HYBRID_LVL,CATEDR,471
**GTG MWT turbulence on model surface**,MWTURB_ON_HYBRID_LVL,MWTURB,472
**Horizontal extent of cumulonimbus (CB) % ???**,CBHE_ON_ENTIRE_ATMOS,CBHE,473
**Height of base of cumulonimbus ???**,ICAHT_ON_CB_BASE,ICAHT,474
**Height of top of cumulonimbus ???**,ICAHT_ON_CB_TOP,ICAHT,475
**GTG EDR turbulence on standard atmospheric isobaric levels???**,EDPARM_GTG_ON_ICAO_STD_SFC,EDPARM,476
**GTG CAT turbulence on standard atmospheric isobaric levels???**,CAT_GTG_ON_ICAO_STD_SFC,CATEDR,477
**GTG MWT turbulence on standard atmospheric isobaric levels???**,MWTURB_GTG_ON_ICAO_STD_SFC,MWTURB,478
**Icing severity on standard atmospheric isobaric levels**,ICESEV_ON_ICAO_STD_SFC,ICESEV,479
**GFIP in-flight icing severity on pressure surface**,ICESEV_ON_ISOBARIC_SFC,ICESEV,480
**Total icing potential diagnostic on standard atmospheric isobaric surface ???**,ICIP_ON_ICAO_STD_SFC,ICIP,481
Pressure at flight levels,PRES_ON_SPEC_ALT_ABOVE_MEAN_SEA_LVL,PRES,482
Simulated AMSR-E channel 9 brightness temperature,AMSRE9_ON_TOP_OF_ATMOS,AMSRE9,483
Simulated AMSR-E channel 10 brightness temperature,AMSRE10_ON_TOP_OF_ATMOS,AMSRE10,484
Simulated AMSR-E channel 11 brightness temperature,AMSRE11_ON_TOP_OF_ATMOS,AMSRE11,485
Simulated AMSR-E channel 12 brightness temperature,AMSRE12_ON_TOP_OF_ATMOS,AMSRE12,486
**GSD experimental ceiling diagnostic**,GSD_EXP_CEILING,CEIL,487
**Simulated Brightness Temperature for TMI TRMM channel 6 on top of atmosphere**,TMITB6_ON_TOP_OF_ATMOS,AMSRE9,488
**Simulated Brightness Temperature for TMI TRMM channel 7 on top of atmosphere**,TMITB7_ON_TOP_OF_ATMOS,AMSRE10,489
**Simulated Brightness Temperature for TMI TRMM channel 8 on top of atmosphere**,TMITB8_ON_TOP_OF_ATMOS,AMSRE11,490
**Simulated Brightness Temperature for TMI TRMM channel 9 on top of atmosphere**,TMITB9_ON_TOP_OF_ATMOS,AMSRE12,491
**Simulated Brightness Temperature for SSMI TB channel 4 on top of atmosphere**,SSMITB4_ON_TOP_OF_ATMOS,AMSRE9,492
**Simulated Brightness Temperature for SSMI TB channel 5 on top of atmosphere**,SSMITB5_ON_TOP_OF_ATMOS,AMSRE10,493
**Simulated Brightness Temperature for SSMI TB channel 6 on top of atmosphere**,SSMITB6_ON_TOP_OF_ATMOS,AMSRE11,494
**Simulated Brightness Temperature for SSMI TB channel 7 on top of atmosphere**,SSMITB7_ON_TOP_OF_ATMOS,AMSRE12,495
**Simulated Brightness Temperature for SSMIS TB channel 15 on top of atmosphere**,SSMISTB15_ON_TOP_OF_ATMOS,AMSRE9,496
**Simulated Brightness Temperature for SSMIS TB channel 16 on top of atmosphere**,SSMISTB16_ON_TOP_OF_ATMOS,AMSRE10,497
**Simulated Brightness Temperature for SSMIS TB channel 17 on top of atmosphere**,SSMISTB17_ON_TOP_OF_ATMOS,AMSRE11,498
**Simulated Brightness Temperature for SSMIS TB channel 18 on top of atmosphere**,SSMISTB18_ON_TOP_OF_ATMOS,AMSRE12,499
Time-averaged percentage snow cover,AVE_SNOWC_ON_SURFACE,SNOWC,500
Time-averaged surface pressure,AVE_PRES_ON_SURFACE,PRES,501
Time-averaged 10m temperature,AVE_TMP_ON_SPEC_HGT_LVL_ABOVE_GRND_10m,TMP,502
Time-averaged mass exchange coefficient,AVE_AKHS_ON_SURFACE,AKHS,503
Time-averaged wind exchange coefficient,AVE_AKMS_ON_SURFACE,AKMS,504
Temperature at 10m,TMP_ON_SPEC_HGT_LVL_ABOVE_GRND_10m,TMP,505
Maximum U-component wind at 10m,MAX_MAXUW_ON_SPEC_HGT_LVL_ABOVE_GRND_10m,MAXUW,506
Maximum V-component wind at 10m,MAX_MAXVW_ON_SPEC_HGT_LVL_ABOVE_GRND_10m,MAXVW,507
**Maximum instantaneous precipitation rate on surface ???**,MAX_PRATE_ON_SURFACE,PRATE,508
**Maximum specific humidity at 2m**,MAX_QMAX_ON_SPEC_HGT_LVL_ABOVE_GRND_2m,QMAX,510
**Minimum specific humidity at 2m**,MIN_QMIN_ON_SPEC_HGT_LVL_ABOVE_GRND_2m,QMIN,511
**Aerodynamic conductance on surface???**,ACOND_ON_SURFACE,ACOND,512
**Canopy water evaporation on surface???**,AVE_EVCW_ON_SURFACE,EVCW,513
**Direct surface evaporation from bare soil???**,AVE_EVBS_ON_SURFACE,EVBS,514
**Transpiration on surface???**,AVE_TRANS_ON_SURFACE,TRANS,515
**Sublimation on surface ???**,AVE_SBSNO_ON_SURFACE,SBSNO,516
**Potential evaporation rate on surface ???**,AVE_PEVPR_ON_SURFACE,PEVPR,517
**Height on standard atmospheric isobaric levels**,HGT_ON_ICAO_STD_SFC,HGT,518
**Temperature on standard atmospheric isobaric levels**,TMP_ON_ICAO_STD_SFC,TMP,519
**U-component wind on standard atmospheric isobaric levels???**,UGRD_ON_ICAO_STD_SFC,UGRD,520
**V-component wind on standard atmospheric isobaric levels???**,VGRD_ON_ICAO_STD_SFC,VGRD,521
**Bucket total precipitation on surface**,BUCKET1_APCP_ON_SURFACE,APCP,526
**Bucket convective precipitation on surface**,BUCKET1_ACPCP_ON_SURFACE,ACPCP,527
**Bucket large scale precipitation on surface**,BUCKET1_NCPCP_ON_SURFACE,NCPCP,528
**Bucket snow precipitation on surface**,BUCKET1_WEASD_ON_SURFACE,WEASD,529
**Bucket graupel precipitation on surface**,BUCKET1_GRAUPEL_ON_SURFACE,FROZR,530
**GSD shelter level potential temperature**,GSD_POT_ON_SPEC_HGT_LVL_ABOVE_GRND_2m,POT,546
**GSD shelter level dewpoint depression**,GSD_DEPR_ON_SPEC_HGT_LVL_ABOVE_GRND_2m,DEPR,547
**GSD shelter level surface equivalent potential temperature**,GSD_EPOT_ON_SURFACE,EPOT,548
**Foundation temperature**,FDNSSTMP_ON_SURFACE,FDNSSTMP,549
**Categorical snow on surface**,CSNOW_ON_SURFACE,CSNOW,551
**Categorical ice pellets on surface**,CICEP_ON_SURFACE,CICEP,552
**Categorical freezing rain on surface**,CFRZR_ON_SURFACE,CFRZR,553
**average Categorical snow on surface**,AVE_CSNOW_ON_SURFACE,CSNOW,555
**average Categorical ice pellets on surface**,AVE_CICEP_ON_SURFACE,CICEP,556
**average Categorical freezing rain on surface**,AVE_CFRZR_ON_SURFACE,CFRZR,557
**GSD_Categorical snow on surface**,GSD_CSNOW_ON_SURFACE,CSNOW,559
**GSD_Categorical ice pellets on surface**,GSD_CICEP_ON_SURFACE,CICEP,560
**GSD_Categorical freezing rain on surface**,GSD_CFRZR_ON_SURFACE,CFRZR,561
**GSD_average Categorical snow on surface**,GSD_AVE_CSNOW_ON_SURFACE,CSNOW,563
**GSD_average Categorical ice pellets on surface**,GSD_AVE_CICEP_ON_SURFACE,CICEP,564
**GSD_average Categorical freezing rain on surface**,GSD_AVE_CFRZR_ON_SURFACE,CFRZR,565
**Best boundary layer CAPE**,BEST_CAPE_ON_SPEC_PRES_ABOVE_GRND,CAPE,566
**Best boundary layer CIN**,BEST_CIN_ON_SPEC_PRES_ABOVE_GRND,CIN,567
**GFS sea level pressure???**,GFS_PRES_ON_MEAN_SEA_LVL,PRES,568
**GFS average total cloud fraction???**,GFS_AVE_TCDC_ON_CONVECTIVE_CLOUD_LYR,TCDC,569
**GFS total cloud fraction???**,GFS_TCDC_ON_CONVECTIVE_CLOUD_LYR,TCDC,570
GFS Soil temperature at the bottom of soil layers,GFS_TMP_ON_DEPTH_BEL_LAND_SFC_3m,TMP,571
**GFS lifted index on surface**,GFS_LFTX_ON_SURFACE,LFTX,572
**GFS lifted index on surface - best**,GFS_4LFTX_ON_SURFACE,4LFTX,573
**Soil temperature in between each of soil layers**,GFS_TMP_ON_DEPTH_BEL_LAND_SFC,TMP,574
Column integrated cloud water,CWAT_ON_ENTIRE_ATMOS_SINGLE_LYR,CWAT,575
**Flight-level u-component wind**,UGRD_ON_SPEC_HGT_LVL_ABOVE_GRND_FDHGT,UGRD,576
**Flight-level v-component wind**,VGRD_ON_SPEC_HGT_LVL_ABOVE_GRND_FDHGT,VGRD,577
**Flight level specific humidity**,SPFH_ON_SPEC_HGT_LVL_ABOVE_GRND_FDHGT,SPFH,578
**Flight level pressure**,PRES_ON_SPEC_HGT_LVL_ABOVE_GRND_FDHGT,PRES,579
**Flight level icing**,ICI_ON_SPEC_ALT_ABOVE_MEAN_SEA_LVL_FDHGT,ICI,580
**Entire Atmosphere Vertically Integrated Liquid (kg/m-2)**,VIL_ON_ENTIRE_ATMOS,VIL,581
**Mixed-layer CAPE**,MIXED_LAYER_CAPE_ON_SPEC_PRES_ABOVE_GRND,CAPE,582
**Mixed-layer CIN**,MIXED_LAYER_CIN_ON_SPEC_PRES_ABOVE_GRND,CIN,583
**Most unstable CAPE**,UNSTABLE_CAPE_ON_SPEC_PRES_ABOVE_GRND,CAPE,584
**Most unstable CIN**,UNSTABLE_CIN_ON_SPEC_PRES_ABOVE_GRND,CIN,585
**Flight level temperature**,TMP_ON_SPEC_HGT_LVL_ABOVE_GRND_FDHGT,TMP,586
**Flight level icing**,ICI_ON_SPEC_HGT_LVL_ABOVE_GRND_FDHGT,ICI,587
**Ice growth rate**,ICEG_ON_SPEC_ALT_ABOVE_MEAN_SEA_LVL,ICEG,588
**GFS 2D aerosol optical depth at 550 nm**,AER_OPT_GFS_at550,AOTK,600
**GFS 2D dust aerosol optical depth at 550 nm???**,DUST_AER_OPT_GFS_at550,AOTK,601
**GFS 2D seasalt aerosol optical depth at 550 nm???**,SEASALT_AER_OPT_GFS_at550,AOTK,602
**GFS 2D sulfate aerosol optical depth at 550 nm???**,SULFATE_AER_OPT_GFS_at550,AOTK,603
**GFS 2D organic carbon aerosol optical depth at 550 nm???**,ORGANIC_CARBON_AER_OPT_GFS_at550,AOTK,604
**GFS 2D black carbon aerosol optical depth at 550 nm???**,BLACK_CARBON_AER_OPT_GFS_at550,AOTK,605
**Aerosol extinction coefficient on model surface???**,AECOEF_ON_HYBRID_LVL,AECOFF,606
**Asymmetry factor on model surface**,ASYSFK_ON_HYBRID_LVL,ASYSFK,607
**Single scattering albedo on model surface**,SSALBK_ON_HYBRID_LVL,SSALBK,608
**Aerosol optical depth at 550nm**,AER_OPT_DEP_at550,AOTK,609
**Dust aerosol optical depth at 550nm**,DUST_AER_OPT_DEP_at550,AOTK,610
**Seasalt aerosol optical depth at 550nm**,SEASALT_AER_OPT_DEP_at550,AOTK,611
**Sulfate aerosol optical depth at 550nm**,SULFATE_AER_OPT_DEP_at550,AOTK,612
**Organic carbon aerosol optical depth at 550nm**,ORGANIC_CARBON_AER_OPT_DEP_at550,AOTK,613
**Black carbon aerosol optical depth at 550nm**,BLACK_CARBON_AER_OPT_DEP_at550,AOTK,614
**Nitrate aerosol optical depth at 550nm**,NITRATE_AER_OPT_DEP_at550,AOTK,615
**Black carbon column mass density???**,BC_COL_MASS_DEN,COLMD,616
**Organic carbon column mass density???**,OC_COL_MASS_DEN,COLMD,617
**Sulfate column mass density???**,SULF_COL_MASS_DEN,COLMD,618
**Aerosol surface PM10 mass concentration (ug/m3)**,PM10_SFC_MASS_CON,PMTC,619
**Aerosol surface PM2.5 mass concentration (ug/m3)**,PM25_SFC_MASS_CON,PMTF,620
**Total aerosol PM10 column mass density???**,PM10_COL_MASS_DEN,COLMD,621
**Total aerosol (PM2.5) column mass density???**,PM25_COL_MASS_DEN,COLMD,622
**Aerosol optical depth at 340nm**,AER_OPT_DEP_at340,AOTK,623
**Aerosol optical depth at 440nm**,AER_OPT_DEP_at440,AOTK,624
**Aerosol optical depth at 660nm**,AER_OPT_DEP_at660,AOTK,625
**Aerosol optical depth at 860nm**,AER_OPT_DEP_at860,AOTK,626
**Aerosol optical depth at 1630nm**,AER_OPT_DEP_at1630,AOTK,627
**Aerosol optical depth at 11100nm**,AER_OPT_DEP_at11100,AOTK,628
**Dust 1 on model surface**,DUST1_ON_HYBRID_LVL,PMTF,629
**Dust 2 on model surface**,DUST2_ON_HYBRID_LVL,PMTF,630
**Dust 3 on model surface**,DUST3_ON_HYBRID_LVL,PMTC,631
**Dust 4 on model surface**,DUST4_ON_HYBRID_LVL,PMTC,632
**Dust 5 on model surface**,DUST5_ON_HYBRID_LVL,PMTC,633
**Seasalt 1 on model surface**,SEASALT1_ON_HYBRID_LVL,PMTF,634
**Seasalt 2 on model surface**,SEASALT2_ON_HYBRID_LVL,PMTF,635
**Seasalt 3 on model surface**,SEASALT3_ON_HYBRID_LVL,PMTC,636
**Seasalt 4 on model surface**,SEASALT4_ON_HYBRID_LVL,PMTC,637
**Seasalt 5 on model surface**,SEASALT5_ON_HYBRID_LVL,PMTC,638
**SO4 on model surface**,SO4_ON_HYBRID_LVL,PMTF,639
**Hydrophobic organic carbon on model surface**,OCPHOBIC_ON_HYBRID_LVL,PMTF,640
**Hydrophilic organic carbon on model surface**,OCPHILIC_ON_HYBRID_LVL,PMTF,641
**Hydrophobic black carbon on model surface**,BCPHOBIC_ON_HYBRID_LVL,PMTF,642
**Hydrophilic black carbon on model surface**,BCPHILIC_ON_HYBRID_LVL,PMTF,643
**Air density on model surface**,AIR_DENSITY_ON_HYBRID_LVL,DEN,644
**Layer thickness on model surface**,LAYER_THICKNESS_ON_HYBRID_LVL,THICK,645
**Dust PM2.5 column mass density**,DUST_COL_MASS_DEN,COLMD,646
**Sea salt PM2.5 column mass density**,SEAS_COL_MASS_DEN,COLMD,647
**Aerosol single scattering albedo at 340 nm**,SINGLE_SCAT_ALBD_at340,SSALBK,648
**Aersol asymmetry factor at 340nm**,AER_ASYM_FACTOR_at340,ASYSFK,649
**Total aerosol scattering optical depth at 550nm**,AER_SCAT_OPT_DEP_at550,SCTAOTK,650
**Dust aerosol scattering optical depth at 550nm**,DUST_AER_SCAT_OPT_DEP_at550,SCTAOTK,651
**Seasalt aerosol scattering optical depth at 550nm**,SEASALT_AER_SCAT_OPT_DEP_at550,SCTAOTK,652
**Sulfate aerosol scattering optical depth at 550nm**,SULFATE_AER_SCAT_OPT_DEP_at550,SCTAOTK,653
**Organic carbon aerosol scattering optical depth at 550nm**,ORGANIC_CARBON_AER_SCAT_OPT_DEP_at550,SCTAOTK,654
**Black carbon aerosol scattering optical depth at 550nm**,BLACK_CARBON_AER_SCAT_OPT_DEP_at550,SCTAOTK,655
**Angstrom exponent**,ANGSTROM_EXP_at440_860,ANGSTEXP,656
**NO3 column mass density???**,NO3_COL_MASS_DEN,COLMD,657
**NH4 column mass density???**,NH4_COL_MASS_DEN,COLMD,658
**Dust emission flux**,DUST_EMISSION_FLUX,AEMFLX,659
**Dust sedimentation flux**,DUST_SEDIMENTATION_FLUX,SEDMFLX,660
**Dust dry deposition flux**,DUST DRY DEPOSITION,DDMFLX,661
**Dust wet deposition flux**,DUST WET DEPOSITION,WLSMFLX,662
**Seasalt emission flux**,SEASALT_EMISSION_FLUX,AEMFLX,663
**Seasalt sedimentation flux**,SEASALT_SEDIMENTATION_FLUX,SEDMFLX,664
**Seasalt dry deposition flux**,SEASALT_DRY_DEPOSITION_FLUX,DDMFLX,665
**Seasalt wet deposition flux**,SEASALT_WET_DEPOSITION_FLUX,WLSMFLX,666
**Black carbon emission flux**,BLACK_CARBON_EMISSION_FLUX,AEMFLX,667
**Black carbon sedimentation flux**,BLACK_CARBON_SEDIMENTATION_FLUX,SEDMFLX,668
**Black carbon dry deposition flux**,BLACK_CARBON_DRY_DEPOSITION_FLUX,DDMFLX,669
**Black carbon wet deposition flux**,BLACK_CARBON_WET_DEPOSITION_FLUX,WLSMFLX,670
**Organic carbon emission flux**,ORGANIC_CARBON_EMISSION_FLUX,AEMFLX,671
**Organic carbon sedimentation flux**,ORGANIC_CARBON_SEDIMENTATION_FLUX,SEDMFLX,672
